10000204.SH,false,上证50ETF1512P2.9,2015/5/8,2015/12/23,2.9,10000,230,2015/5/8
10000205.SH,true,上证50ETF1512C2.85,2015/5/19,2015/12/23,2.85,10000,219,2015/5/19
10000206.SH,false,上证50ETF1512P2.85,2015/5/19,2015/12/23,2.85,10000,219,2015/5/19
10000207.SH,true,上证50ETF1507C3.1,2015/5/28,2015/7/22,3.1,10000,56,2015/5/28
10000208.SH,true,上证50ETF1507C3.2,2015/5/28,2015/7/22,3.2,10000,56,2015/5/28
10000209.SH,true,上证50ETF1507C3.3,2015/5/28,2015/7/22,3.3,10000,56,2015/5/28
10000210.SH,true,上证50ETF1507C3.4,2015/5/28,2015/7/22,3.4,10000,56,2015/5/28
10000211.SH,true,上证50ETF1507C3.5,2015/5/28,2015/7/22,3.5,10000,56,2015/5/28
10000212.SH,false,上证50ETF1507P3.1,2015/5/28,2015/7/22,3.1,10000,56,2015/5/28
10000213.SH,false,上证50ETF1507P3.2,2015/5/28,2015/7/22,3.2,10000,56,2015/5/28
10000214.SH,false,上证50ETF1507P3.3,2015/5/28,2015/7/22,3.3,10000,56,2015/5/28
10000215.SH,false,上证50ETF1507P3.4,2015/5/28,2015/7/22,3.4,10000,56,2015/5/28
10000216.SH,false,上证50ETF1507P3.5,2015/5/28,2015/7/22,3.5,10000,56,2015/5/28
10000217.SH,true,上证50ETF1507C2.95,2015/5/29,2015/7/22,2.95,10000,55,2015/5/29
10000218.SH,true,上证50ETF1507C3,2015/5/29,2015/7/22,3,10000,55,2015/5/29
10000219.SH,false,上证50ETF1507P2.95,2015/5/29,2015/7/22,2.95,10000,55,2015/5/29
10000220.SH,false,上证50ETF1507P3,2015/5/29,2015/7/22,3,10000,55,2015/5/29
10000221.SH,true,上证50ETF1506C3.6,2015/6/9,2015/6/24,3.6,10000,16,2015/6/9
10000222.SH,false,上证50ETF1506P3.6,2015/6/9,2015/6/24,3.6,10000,16,2015/6/9
10000223.SH,true,上证50ETF1507C3.6,2015/6/9,2015/7/22,3.6,10000,44,2015/6/9
10000224.SH,false,上证50ETF1507P3.6,2015/6/9,2015/7/22,3.6,10000,44,2015/6/9
10000225.SH,true,上证50ETF1509C3.6,2015/6/9,2015/9/23,3.6,10000,107,2015/6/9
10000226.SH,false,上证50ETF1509P3.6,2015/6/9,2015/9/23,3.6,10000,107,2015/6/9
10000227.SH,true,上证50ETF1512C3.6,2015/6/9,2015/12/23,3.6,10000,198,2015/6/9
10000228.SH,false,上证50ETF1512P3.6,2015/6/9,2015/12/23,3.6,10000,198,2015/6/9
10000229.SH,true,上证50ETF1507C2.9,2015/6/19,2015/7/22,2.9,10000,34,2015/6/19
10000230.SH,false,上证50ETF1507P2.9,2015/6/19,2015/7/22,2.9,10000,34,2015/6/19
10000231.SH,true,上证50ETF1507C2.75,2015/6/23,2015/7/22,2.75,10000,30,2015/6/23
10000232.SH,true,上证50ETF1507C2.8,2015/6/23,2015/7/22,2.8,10000,30,2015/6/23
10000233.SH,true,上证50ETF1507C2.85,2015/6/23,2015/7/22,2.85,10000,30,2015/6/23
10000234.SH,false,上证50ETF1507P2.75,2015/6/23,2015/7/22,2.75,10000,30,2015/6/23
10000235.SH,false,上证50ETF1507P2.8,2015/6/23,2015/7/22,2.8,10000,30,2015/6/23
10000236.SH,false,上证50ETF1507P2.85,2015/6/23,2015/7/22,2.85,10000,30,2015/6/23
10000237.SH,true,上证50ETF1512C2.75,2015/6/23,2015/12/23,2.75,10000,184,2015/6/23
10000238.SH,true,上证50ETF1512C2.8,2015/6/23,2015/12/23,2.8,10000,184,2015/6/23
10000239.SH,false,上证50ETF1512P2.75,2015/6/23,2015/12/23,2.75,10000,184,2015/6/23
10000240.SH,false,上证50ETF1512P2.8,2015/6/23,2015/12/23,2.8,10000,184,2015/6/23
10000241.SH,true,上证50ETF1508C2.9,2015/6/25,2015/8/26,2.9,10000,63,2015/6/25
10000242.SH,true,上证50ETF1508C2.95,2015/6/25,2015/8/26,2.95,10000,63,2015/6/25
10000243.SH,true,上证50ETF1508C3,2015/6/25,2015/8/26,3,10000,63,2015/6/25
10000244.SH,true,上证50ETF1508C3.1,2015/6/25,2015/8/26,3.1,10000,63,2015/6/25
10000245.SH,true,上证50ETF1508C3.2,2015/6/25,2015/8/26,3.2,10000,63,2015/6/25
10000246.SH,false,上证50ETF1508P2.9,2015/6/25,2015/8/26,2.9,10000,63,2015/6/25
10000247.SH,false,上证50ETF1508P2.95,2015/6/25,2015/8/26,2.95,10000,63,2015/6/25
10000248.SH,false,上证50ETF1508P3,2015/6/25,2015/8/26,3,10000,63,2015/6/25
10000249.SH,false,上证50ETF1508P3.1,2015/6/25,2015/8/26,3.1,10000,63,2015/6/25
10000250.SH,false,上证50ETF1508P3.2,2015/6/25,2015/8/26,3.2,10000,63,2015/6/25
10000251.SH,true,上证50ETF1508C2.8,2015/6/26,2015/8/26,2.8,10000,62,2015/6/26
10000252.SH,true,上证50ETF1508C2.85,2015/6/26,2015/8/26,2.85,10000,62,2015/6/26
10000253.SH,false,上证50ETF1508P2.8,2015/6/26,2015/8/26,2.8,10000,62,2015/6/26
10000254.SH,false,上证50ETF1508P2.85,2015/6/26,2015/8/26,2.85,10000,62,2015/6/26
10000255.SH,true,上证50ETF1507C2.6,2015/6/29,2015/7/22,2.6,10000,24,2015/6/29
10000256.SH,true,上证50ETF1507C2.65,2015/6/29,2015/7/22,2.65,10000,24,2015/6/29
